,index,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
457,2999,2999,2999,PaBaO3,Pa,Ba,0,element not in BV,element not in BV,0.95,1.35,orthorhombic,-2.812,0.341,0.2,18.815,1.344,6.694,6.734,8.348,90,90,90,-0.35470613837242126,1.0,0.602350221,5.89,5.212000000000001,1.5,0.89,0.602350221
458,5201,5201,5201,ZnEuO3,Zn,Eu,0,not balanced,not balanced,0.9,1.06,orthorhombic,-1.942,0.076,0,12.944,2.185,5.884,6.038,7.287,90,90,90,-6.161,0.7851851851999999,0.6601619326,9.394,5.67,1.65,1.2,0.6601619326
459,2751,2751,2751,NdRhO3,Nd,Rh,1,2,4,1.35,0.6,orthorhombic,-2.336,-0.059,0,12.251,0.729,5.385,5.839,7.793,90,90,90,0.681,0.44444444439999997,0.9790709278,5.53,7.46,1.14,2.28,0.9790709278
460,5177,5177,5177,YbVO3,Yb,V,1,2,4,1.14,0.58,orthorhombic,-3.073,0.005,0.2,10.585,0.346,5.228,5.407,7.49,90,90,90,3.823,0.4296296296,0.9122776606999999,6.254,6.74,1.1,1.63,0.9122776606999999
461,2128,2128,2128,LaCeO3,La,Ce,0,3,3,1.36,1.01,cubic,-2.7,0.916,0,18.942,0.687,4.558,4.558,4.558,90,90,90,3.087,0.7481481481000001,0.8119743123000001,5.58,5.54,1.1,1.12,0.8119743123000001
462,1602,1602,1602,GdYO3,Gd,Y,0,3,3,1.11,0.9,cubic,-2.94,0.86,0,15.525,1.911,4.266,4.266,4.266,90,90,90,1.453,0.6666666667,0.7731034140999999,6.15,6.38,1.2,1.22,0.7731034140999999
463,5172,5172,5172,YbThO3,Yb,Th,0,2,4,1.14,0.94,cubic,-3.229,0.716,0,18.729,1.129,4.541,4.541,4.541,90,90,90,4.825,0.6962962963,0.7688628318999999,6.254,6.08,1.1,1.3,0.7688628318999999
464,3281,3281,3281,PmYO3,Pm,Y,0,element not in BV,element not in BV,1.14,0.9,cubic,-3.032,0.71,0,15.67,1.881,4.279,4.279,4.279,90,90,90,4.266,0.6666666667,0.7825315045,5.553999999999999,6.38,1.13,1.22,0.7825315045
465,3120,3120,3120,PbSiO3,Pb,Si,0,2,4,1.49,0.4,tetragonal,-2.126,0.276,0.23024652898311615,11.559,1.837,3.493,3.493,4.738,90,90,90,4.91,0.2962962963,1.1475332906,7.416,8.151,2.33,1.9,1.1475332906
466,171,171,171,AlHoO3,Al,Ho,0,3,3,0.54,0.9,rhombohedral,-3.357,0.238,0,12.949,3.715,5.966,5.966,5.966,54.1,54.1,54.1,-6.308,0.6666666667,0.5939696962,5.986000000000001,6.018,1.61,1.23,0.5939696962
467,3498,3498,3498,PuVO3,Pu,V,1,element not in BV,element not in BV,0.96,0.64,rhombohedral,-3.139,-0.008,1.4,12.112,0.6,5.531,5.531,5.531,60.6,60.6,60.6,-0.35470613837242126,0.47407407409999996,0.8208123942000001,6.06,6.74,1.28,1.63,0.8208123942000001
468,1357,1357,1357,EuPdO3,Eu,Pd,0,2,4,1.48,0.62,orthorhombic,-1.884,-0.09,0,11.872,0.454,5.416,5.659,7.747,90,90,90,0.085,0.4592592593,1.0157929902,5.67,8.34,1.2,2.2,1.0157929902
469,3886,3886,3886,ScErO3,Sc,Er,0,not balanced,not balanced,0.87,0.89,cubic,-2.549,1.303,0,14.845,0.69,4.203,4.203,4.203,90,90,90,-1.591,0.6592592593,0.7007933278,6.54,6.101,1.36,1.24,0.7007933278
470,4273,4273,4273,TaNpO3,Ta,Np,0,element not in BV,element not in BV,0.74,0.86,rhombohedral,-2.79,0.313,0.8,15.29,0.55,5.749,5.749,5.749,66.4,66.4,66.4,-0.811,0.637037037,0.6687118428000001,7.89,6.19,1.5,1.36,0.6687118428000001
471,967,967,967,CrEuO3,Cr,Eu,0,not balanced,not balanced,0.57,1.06,orthorhombic,-2.58,0.22,0.4,13.527,1.121,5.536,5.596,8.733,90,90,90,-7.628,0.7851851851999999,0.5633381825,6.766,5.67,1.66,1.2,0.5633381825
472,4812,4812,4812,TmVO3,Tm,V,1,2,4,1.09,0.58,orthorhombic,-3.293,-0.011,0.4,11.162,1.382,5.245,5.632,7.558,90,90,90,3.816,0.4296296296,0.8939588321999999,6.184,6.74,1.25,1.63,0.8939588321999999
473,1846,1846,1846,HoGdO3,Ho,Gd,0,not balanced,not balanced,1.12,0.94,cubic,-2.759,1.074,0,16.034,1.071,4.312,4.312,4.312,90,90,90,0.771,0.6962962963,0.7626872269,6.018,6.15,1.23,1.2,0.7626872269
474,26,26,26,AcInO3,Ac,In,0,element not in BV,element not in BV,1.12,0.8,orthorhombic,-2.748,-0.036,0,14.775,2.695,5.857,6.035,8.359,90,90,90,3.988,0.5925925926,0.8123505812,5.17,5.7860000000000005,1.1,1.78,0.8123505812
475,2658,2658,2658,NbLiO3,Nb,Li,0,5,1,0.74,0.76,orthorhombic,-2.634,0.103,0,9.588,2.594,4.772,5.139,7.819,90,90,90,-2.884,0.5629629629999999,0.7004043472,6.88,5.392,1.6,0.98,0.7004043472
476,4617,4617,4617,TiEuO3,Ti,Eu,0,not balanced,not balanced,0.74,1.06,orthorhombic,-3.326,0.233,0,14.068,2.631,5.525,5.633,9.039,90,90,90,-10.005,0.7851851851999999,0.6132170841,6.82,5.67,1.54,1.2,0.6132170841
477,5081,5081,5081,YPmO3,Y,Pm,0,element not in BV,element not in BV,1.08,0.97,cubic,-2.591,1.151,0,17.189,1.032,4.413,4.413,4.413,90,90,90,-1.227,0.7185185184999999,0.7406333958,6.38,5.553999999999999,1.22,1.13,0.7406333958
478,1951,1951,1951,InScO3,In,Sc,0,not balanced,not balanced,0.92,0.75,orthorhombic,-2.716,0.11,0,11.834,2.332,5.355,5.553,7.96,90,90,90,-2.53,0.5555555556,0.7643487587000001,5.7860000000000005,6.54,1.78,1.36,0.7643487587000001
479,1405,1405,1405,FeEuO3,Fe,Eu,0,3,3,0.78,0.95,orthorhombic,-2.13,0.286,0.8,13.439,0.232,5.643,5.67,8.401,90,90,90,-7.932,0.7037037037,0.6548423669,7.87,5.67,1.83,1.2,0.6548423669
480,3939,3939,3939,ScYbO3,Sc,Yb,0,not balanced,not balanced,0.87,0.95,orthorhombic,-3.13,0.177,0.2,13.152,1.054,5.688,5.817,7.949,90,90,90,-3.326,0.7037037037,0.6825117626999999,6.54,6.254,1.36,1.1,0.6825117626999999
481,2914,2914,2914,NpVO3,Np,V,0,element not in BV,element not in BV,0.98,0.64,orthorhombic,-3.164,-0.033,1.2,12.126,1.129,5.462,5.707,7.781,90,90,90,4.508,0.47407407409999996,0.8279189951,6.19,6.74,1.36,1.63,0.8279189951
482,3570,3570,3570,RbUO3,Rb,U,1,1,5,1.72,0.76,rhombohedral,-3.114,-0.053,0.2,16.684,2.986,6.179,6.179,6.179,60,60,60,4.513,0.5629629629999999,1.0288236105,4.177,6.05,0.82,1.38,1.0288236105
483,3484,3484,3484,PuScO3,Pu,Sc,0,element not in BV,element not in BV,0.96,0.75,orthorhombic,-3.744,-0.024,1,12.922,3.067,5.597,5.801,7.96,90,90,90,-0.35470613837242126,0.5555555556,0.7778174593000001,6.06,6.54,1.28,1.36,0.7778174593000001
484,1524,1524,1524,GaTlO3,Ga,Tl,0,not balanced,not balanced,0.62,1.2,orthorhombic,-1.377,0.142,0.23024652898311615,12.615,0.216,5.393,5.52,8.475,90,90,90,-5.618,0.8888888889,0.5462746506,5.999,6.108,1.81,1.62,0.5462746506
485,2456,2456,2456,MnPuO3,Mn,Pu,0,element not in BV,element not in BV,0.96,0.83,orthorhombic,-2.802,0.086,1.8,13.402,1.643,5.625,5.739,8.303,90,90,90,1.11,0.6148148148,0.7492736993000001,7.435,6.06,1.55,1.28,0.7492736993000001
486,2656,2656,2656,NbKO3,Nb,K,0,not balanced,not balanced,0.77,1.38,rhombohedral,-2.079,0.618,0,17.934,2.177,6.353,6.353,6.353,59.5,59.5,59.5,-19.044,1.0222222222,0.5491085627000001,6.88,4.341,1.6,0.82,0.5491085627000001
487,2714,2714,2714,NdCrO3,Nd,Cr,1,3,3,1.27,0.62,orthorhombic,-3.122,-0.071,0.6,11.777,2.29,5.426,5.602,7.748,90,90,90,4.678,0.4592592593,0.9404161252,5.53,6.766,1.14,1.66,0.9404161252
488,1566,1566,1566,GdMnO3,Gd,Mn,1,3,3,1.11,0.65,orthorhombic,-2.944,0.002,0.8,11.491,0.23,5.319,5.74,7.527,90,90,90,3.6,0.4814814815,0.8697413409,6.15,7.435,1.2,1.55,0.8697413409
489,632,632,632,BiRbO3,Bi,Rb,0,not balanced,not balanced,1.38,1.52,orthorhombic,-1.205,0.218,0.23024652898311615,18.866,0.971,5.115,5.768,12.79,90,90,90,-9.484,1.1259259259,0.6726137675,7.289,4.177,2.02,0.82,0.6726137675
490,52,52,52,AcSbO3,Ac,Sb,0,element not in BV,element not in BV,1.12,0.68,orthorhombic,-2.465,0.114,0,16.31,0.296,5.98,6.327,8.621,90,90,90,2.835,0.5037037037,0.8603713051999999,5.17,8.641,1.1,2.05,0.8603713051999999
491,1518,1518,1518,GaTaO3,Ga,Ta,0,1,5,0.62,0.64,tetragonal,-2.396,0.146,0,12.719,0.989,3.966,3.966,4.044,90,90,90,5.757,0.47407407409999996,0.7000001804000001,5.999,7.89,1.81,1.5,0.7000001804000001
492,4371,4371,4371,TbTlO3,Tb,Tl,0,not balanced,not balanced,1.1,1.2,orthorhombic,-2.147,0.101,0.001,14.155,1.054,5.584,5.949,8.522,90,90,90,0.612,0.8888888889,0.6793771034999999,5.86,6.108,1.1,1.62,0.6793771034999999
493,2427,2427,2427,MnEuO3,Mn,Eu,0,not balanced,not balanced,0.96,1.06,rhombohedral,-2.303,0.312,0.6,14.615,1.5,6.143,6.143,6.143,55.3,55.3,55.3,-4.666,0.7851851851999999,0.6777662508,7.435,5.67,1.55,1.2,0.6777662508
494,2284,2284,2284,LuGdO3,Lu,Gd,0,3,3,1.03,0.94,cubic,-2.635,1.242,0,15.96,0.417,4.305,4.305,4.305,90,90,90,-1.222,0.6962962963,0.734897004,5.4259,6.15,1.27,1.2,0.734897004
495,4926,4926,4926,VNaO3,V,Na,0,not balanced,not balanced,0.72,1.02,orthorhombic,-2.233,0.242,0,12.446,2.123,5.305,5.535,8.478,90,90,90,-10.109,0.7555555556,0.6175995937,6.74,5.138999999999999,1.63,0.93,0.6175995937
496,4851,4851,4851,UMnO3,U,Mn,0,3,3,1.03,0.65,orthorhombic,-2.991,0.115,1.4,12.781,1.822,5.463,5.94,7.879,90,90,90,3.81,0.4814814815,0.8414570695999999,6.05,7.435,1.38,1.55,0.8414570695999999
497,1370,1370,1370,EuSnO3,Eu,Sn,0,2,4,1.48,0.69,orthorhombic,-2.701,-0.171,0,12.755,2.578,5.587,5.716,7.989,90,90,90,3.686,0.5111111111,0.9809373484,5.67,7.343999999999999,1.2,1.96,0.9809373484
498,2320,2320,2320,LuSrO3,Lu,Sr,0,not balanced,not balanced,1.03,1.18,orthorhombic,-2.972,0.246,0.2,15.952,0.922,6.174,6.355,8.132,90,90,90,-5.38,0.8740740740999999,0.6651834542,5.4259,5.695,1.27,0.95,0.6651834542
499,3448,3448,3448,PuErO3,Pu,Er,0,element not in BV,element not in BV,0.96,0.89,cubic,-3.012,0.753,1,15.308,0.619,4.246,4.246,4.246,90,90,90,-0.35470613837242126,0.6592592593,0.7292038681,6.06,6.101,1.28,1.24,0.7292038681
500,1588,1588,1588,GdSmO3,Gd,Sm,0,3,3,1.11,0.96,cubic,-2.697,1.05,0,16.867,1.343,4.385,4.385,4.385,90,90,90,-0.462,0.7111111111,0.7530228059,6.15,5.64,1.2,1.17,0.7530228059
501,1707,1707,1707,HfKO3,Hf,K,0,not balanced,not balanced,0.83,1.38,orthorhombic,-2.605,0.278,0.2,15.673,0.989,6.409,6.878,7.111,90,90,90,-15.905,1.0222222222,0.5646493711,6.65,4.341,1.3,0.82,0.5646493711
502,2399,2399,2399,MgTiO3,Mg,Ti,0,2,4,0.89,0.61,orthorhombic,-3.094,0.094,0,9.849,2.296,5.044,5.28,7.396,90,90,90,3.878,0.4518518519,0.8081220356000001,7.646,6.82,1.31,1.54,0.8081220356000001
503,1824,1824,1824,HgZrO3,Hg,Zr,0,2,4,1.14,0.72,rhombohedral,-2.276,0.086,0,13.384,1.717,5.821,5.821,5.821,58.2,58.2,58.2,0.184,0.5333333333,0.8505777223000001,10.437000000000001,6.84,2.0,1.33,0.8505777223000001
504,1272,1272,1272,ErLuO3,Er,Lu,0,3,3,1.06,0.86,cubic,-3.092,0.837,0,14.189,0.987,4.14,4.14,4.14,90,90,90,2.182,0.637037037,0.7710983451000001,6.101,5.4259,1.24,1.27,0.7710983451000001
505,3304,3304,3304,PrFeO3,Pr,Fe,1,3,3,1.18,0.65,orthorhombic,-2.69,-0.077,1,12.066,1.048,5.477,5.641,7.811,90,90,90,3.968,0.4814814815,0.8944900781999999,5.46,7.87,1.13,1.83,0.8944900781999999
506,4593,4593,4593,ThVO3,Th,V,0,4,2,1.21,0.79,orthorhombic,-3.392,0.055,0.6,12.961,2.332,5.476,6.015,7.869,90,90,90,3.91,0.5851851852000001,0.8458847476000001,6.08,6.74,1.3,1.63,0.8458847476000001
507,4902,4902,4902,VCeO3,V,Ce,0,2,4,0.79,0.87,orthorhombic,-2.861,0.298,0.4,14.417,1.39,5.738,5.883,8.542,90,90,90,-7.387,0.6444444443999999,0.6816254556999999,6.74,5.54,1.63,1.12,0.6816254556999999
508,3885,3885,3885,ScDyO3,Sc,Dy,0,not balanced,not balanced,0.87,0.99,cubic,-2.451,1.378,0,15.377,0.464,4.252,4.252,4.252,90,90,90,-2.252,0.7333333333,0.670844895,6.54,5.94,1.36,1.22,0.670844895
509,4360,4360,4360,TbScO3,Tb,Sc,0,3,3,1.1,0.75,orthorhombic,-3.665,0.019,0,12.3,4.705,5.439,5.728,7.896,90,90,90,5.096,0.5555555556,0.8249579114,5.86,6.54,1.1,1.36,0.8249579114
510,1830,1830,1830,HoBO3,Ho,B,0,3,3,1.12,0.27,cubic,-2.528,0.797,0,8.163,3.049,3.443,3.443,3.443,90,90,90,5.471,0.2,1.0781195984999998,6.018,8.298,1.23,2.04,1.0781195984999998
511,4144,4144,4144,Sn2O3,Sn,Sn,0,not balanced,not balanced,0.81,0.69,orthorhombic,-1.6,0.187,0.23024652898311615,13.411,1.158,5.682,5.776,8.173,90,90,90,3.443,0.5111111111,0.7487012976999999,7.343999999999999,7.343999999999999,1.96,1.96,0.7487012976999999
512,713,713,713,CaSnO3,Ca,Sn,1,2,4,1.34,0.69,orthorhombic,-2.531,0.015,0.23024652898311615,12.503,2.74,5.529,5.706,7.927,90,90,90,3.479,0.5111111111,0.9324104124,6.1129999999999995,7.343999999999999,1.0,1.96,0.9324104124
513,787,787,787,CdSrO3,Cd,Sr,0,not balanced,not balanced,1.31,1.18,orthorhombic,-1.605,0.185,0.23024652898311615,15.141,1.029,6.266,6.309,7.66,90,90,90,-6.095,0.8740740740999999,0.7434403312000001,8.993,5.695,1.69,0.95,0.7434403312000001
514,2227,2227,2227,LiNdO3,Li,Nd,0,not balanced,not balanced,0.92,0.98,orthorhombic,-2.335,0.187,0,12.423,2.55,5.762,5.941,7.258,90,90,90,-2.224,0.7259259259,0.6888980229,5.392,5.53,0.98,1.14,0.6888980229
515,3302,3302,3302,PrErO3,Pr,Er,0,3,3,1.18,0.89,orthorhombic,-3.704,0.033,0,14.623,4.898,5.781,6.039,8.377,90,90,90,4.728,0.6592592593,0.7986518555,5.46,6.101,1.13,1.24,0.7986518555
516,423,423,423,BTaO3,B,Ta,0,1,5,0.27,0.64,cubic,-1.443,1.307,0,12.282,2.039,3.945,3.945,3.945,90,90,90,5.114,0.47407407409999996,0.5756346661,8.298,7.89,2.04,1.5,0.5756346661
517,4935,4935,4935,VPmO3,V,Pm,0,element not in BV,element not in BV,0.72,0.97,orthorhombic,-2.941,0.275,0.4,13.611,1.406,5.67,5.767,8.324,90,90,90,-6.807,0.7185185184999999,0.6309099297999999,6.74,5.553999999999999,1.63,1.13,0.6309099297999999
518,1320,1320,1320,EuBaO3,Eu,Ba,0,not balanced,not balanced,1.48,1.35,orthorhombic,-2.44,0.189,0,17.65,2.094,6.58,6.659,8.056,90,90,90,-1.762,1.0,0.7411526632,5.67,5.212000000000001,1.2,0.89,0.7411526632
519,3906,3906,3906,ScNdO3,Sc,Nd,0,not balanced,not balanced,0.87,0.98,orthorhombic,-3.506,0.23,0,14.353,3.62,5.768,5.89,8.45,90,90,90,-4.7,0.7259259259,0.6737240576000001,6.54,5.53,1.36,1.14,0.6737240576000001
520,4224,4224,4224,SrTiO3,Sr,Ti,1,2,4,1.44,0.61,rhombohedral,-3.354,-0.046,0,12.003,2.009,5.533,5.533,5.533,60.1,60.1,60.1,5.504,0.4518518519,1.0065448569,5.695,6.82,0.95,1.54,1.0065448569
521,824,824,824,CeGdO3,Ce,Gd,0,3,3,1.34,0.94,cubic,-3.055,0.601,0,16.458,1.632,4.35,4.35,4.35,90,90,90,4.348,0.6962962963,0.8306188827,5.54,6.15,1.12,1.2,0.8306188827
522,3551,3551,3551,RbPuO3,Rb,Pu,0,element not in BV,element not in BV,1.72,0.83,orthorhombic,-2.629,-0.103,0.6,16.48,1.002,6.151,6.154,8.707,90,90,90,1.277,0.6148148148,0.99578799,4.177,6.06,0.82,1.28,0.99578799
523,4235,4235,4235,TaAgO3,Ta,Ag,0,not balanced,not balanced,0.74,0.95,orthorhombic,-2.019,0.246,0,14.157,1.609,5.492,5.917,8.713,90,90,90,-11.587,0.7037037037,0.6425448577,7.89,7.5760000000000005,1.5,1.93,0.6425448577
524,2375,2375,2375,MgNpO3,Mg,Np,0,element not in BV,element not in BV,0.89,0.86,orthorhombic,-3.18,0.225,0.6,13.121,2.588,5.597,5.647,8.303,90,90,90,1.747,0.637037037,0.7167055158,7.646,6.19,1.31,1.36,0.7167055158
525,1697,1697,1697,HfEuO3,Hf,Eu,0,not balanced,not balanced,0.83,1.06,orthorhombic,-3.497,0.347,0,14.356,3.359,5.753,5.847,8.535,90,90,90,-11.178,0.7851851851999999,0.6396235614,6.65,5.67,1.3,1.2,0.6396235614
526,2138,2138,2138,LaGdO3,La,Gd,0,3,3,1.36,0.94,cubic,-3.149,0.604,0,16.472,1.561,4.351,4.351,4.351,90,90,90,3.005,0.6962962963,0.8367944878,5.58,6.15,1.1,1.2,0.8367944878
527,704,704,704,CaPuO3,Ca,Pu,0,element not in BV,element not in BV,1.34,0.83,orthorhombic,-3.343,-0.109,0.8,14.65,1.928,5.794,6.021,8.399,90,90,90,-0.35470613837242126,0.6148148148,0.8725308447,6.1129999999999995,6.06,1.0,1.28,0.8725308447
528,828,828,828,CeHoO3,Ce,Ho,0,3,3,1.34,0.9,orthorhombic,-3.669,0.028,0,14.992,4.92,5.836,6.076,8.456,90,90,90,4.722,0.6666666667,0.8453854406,5.54,6.018,1.12,1.23,0.8453854406
529,4452,4452,4452,TcZrO3,Tc,Zr,0,element not in BV,element not in BV,0.6,0.72,cubic,-1.736,0.954,1,14.06,0.841,4.127,4.127,4.127,90,90,90,3.573,0.5333333333,0.6661150836999999,7.28,6.84,1.9,1.33,0.6661150836999999
530,1839,1839,1839,HoCsO3,Ho,Cs,0,not balanced,not balanced,1.12,1.67,orthorhombic,-1.949,0.552,0,18.203,0.352,5.111,6.032,11.81,90,90,90,-0.35470613837242126,1.2370370370000001,0.5783290561,6.018,3.8939999999999997,1.23,0.79,0.5783290561
531,37,37,37,AcNdO3,Ac,Nd,0,element not in BV,element not in BV,1.12,0.98,cubic,-3.029,0.571,0,18.259,1.828,4.503,4.503,4.503,90,90,90,4.679,0.7259259259,0.7495938839,5.17,5.53,1.1,1.14,0.7495938839
532,2438,2438,2438,MnLaO3,Mn,La,0,not balanced,not balanced,0.96,1.03,orthorhombic,-2.639,0.293,0.8,14.125,0.268,5.791,5.842,8.351,90,90,90,-3.007,0.762962963,0.6863095229,7.435,5.58,1.55,1.1,0.6863095229
533,4761,4761,4761,TmDyO3,Tm,Dy,0,not balanced,not balanced,1.05,0.99,cubic,-2.811,1.08,0,15.37,1.006,4.252,4.252,4.252,90,90,90,0.065,0.7333333333,0.7252377243000001,6.184,5.94,1.25,1.22,0.7252377243000001
534,1235,1235,1235,DyVO3,Dy,V,1,2,4,1.19,0.58,orthorhombic,-3.271,-0.03,0.4,11.416,1.112,5.296,5.659,7.618,90,90,90,3.989,0.4296296296,0.9305964892,5.94,6.74,1.22,1.63,0.9305964892
535,2585,2585,2585,NaLiO3,Na,Li,0,not balanced,not balanced,1.39,0.76,orthorhombic,-1.182,0.093,0.23024652898311615,9.69,1.762,5.68,5.764,5.919,90,90,90,-3.867,0.5629629629999999,0.9182334504999999,5.138999999999999,5.392,0.93,0.98,0.9182334504999999
536,814,814,814,Ce2O3,Ce,Ce,0,3,3,1.34,1.01,cubic,-2.604,0.916,0,18.959,0.816,4.56,4.56,4.56,90,90,90,2.825,0.7481481481000001,0.8059818819,5.54,5.54,1.12,1.12,0.8059818819
537,2879,2879,2879,NpMgO3,Np,Mg,0,element not in BV,element not in BV,0.98,0.72,orthorhombic,-3.275,0.129,0.6,11.58,2.262,5.344,5.679,7.631,90,90,90,-0.126,0.5333333333,0.7959221257,6.19,7.646,1.36,1.31,0.7959221257
538,4326,4326,4326,TbFeO3,Tb,Fe,1,3,3,1.1,0.65,orthorhombic,-2.644,-0.039,1,11.338,1.168,5.301,5.607,7.629,90,90,90,3.264,0.4814814815,0.866205807,5.86,7.87,1.1,1.83,0.866205807
539,1223,1223,1223,DySmO3,Dy,Sm,0,not balanced,not balanced,1.08,0.96,cubic,-2.635,1.141,0,16.805,0.893,4.38,4.38,4.38,90,90,90,-1.02,0.7111111111,0.7438396009999999,5.94,5.64,1.22,1.17,0.7438396009999999
540,3996,3996,3996,Si2O3,Si,Si,0,not balanced,not balanced,0.4,0.4,cubic,-1.763,1.003,0.23024652898311615,8.977,1.921,3.554,3.554,3.554,90,90,90,5.683,0.2962962963,0.7071067812,8.151,8.151,1.9,1.9,0.7071067812
541,5152,5152,5152,YbPbO3,Yb,Pb,0,2,4,1.14,0.78,orthorhombic,-2.157,0.024,0.23024652898311615,13.428,1.206,5.613,5.889,8.125,90,90,90,1.197,0.5777777778000001,0.8266177865000001,6.254,7.416,1.1,2.33,0.8266177865000001
542,729,729,729,CaZrO3,Ca,Zr,1,2,4,1.34,0.72,orthorhombic,-3.517,-0.059,0,12.962,4.083,5.582,5.787,8.025,90,90,90,6.012,0.5333333333,0.9188972181,6.1129999999999995,6.84,1.0,1.33,0.9188972181
543,3003,3003,3003,PaCdO3,Pa,Cd,0,element not in BV,element not in BV,0.95,0.95,orthorhombic,-2.295,0.072,0.2,14.24,1.702,5.684,6.127,8.178,90,90,90,-1.407,0.7037037037,0.7071067812,5.89,8.993,1.5,1.69,0.7071067812
544,2607,2607,2607,NaSbO3,Na,Sb,0,1,5,1.39,0.6,orthorhombic,-1.832,0.09,0.23024652898311615,11.477,1.647,5.42,5.486,7.719,90,90,90,2.765,0.44444444439999997,0.9935756823,5.138999999999999,8.641,0.93,2.05,0.9935756823
545,45,45,45,AcPrO3,Ac,Pr,0,element not in BV,element not in BV,1.12,0.92,cubic,-2.953,0.625,0,18.704,1.649,4.539,4.539,4.539,90,90,90,4.449,0.6814814815000001,0.7694069381,5.17,5.46,1.1,1.13,0.7694069381
546,2390,2390,2390,MgSiO3,Mg,Si,0,2,4,0.89,0.4,orthorhombic,-2.869,0.208,0.23024652898311615,8.157,5.946,4.783,4.936,6.91,90,90,90,5.267,0.2962962963,0.9050966799,7.646,8.151,1.31,1.9,0.9050966799
547,2365,2365,2365,MgLaO3,Mg,La,0,not balanced,not balanced,0.89,1.03,orthorhombic,-2.815,0.229,0.2,14.3,0.655,5.56,5.995,8.58,90,90,90,-3.153,0.762962963,0.6655122646,7.646,5.58,1.31,1.1,0.6655122646
548,50,50,50,AcRhO3,Ac,Rh,0,element not in BV,element not in BV,1.12,0.61,orthorhombic,-2.334,-0.077,0,13.23,0.604,5.635,5.837,8.046,90,90,90,1.899,0.4518518519,0.8910988518,5.17,7.46,1.1,2.28,0.8910988518
549,3898,3898,3898,ScLaO3,Sc,La,0,not balanced,not balanced,0.87,1.03,orthorhombic,-3.557,0.232,0,14.829,4.122,5.817,5.923,8.607,90,90,90,-5.546,0.762962963,0.6595701909,6.54,5.58,1.36,1.1,0.6595701909
550,1136,1136,1136,CuPaO3,Cu,Pa,0,element not in BV,element not in BV,0.68,0.91,rhombohedral,-2.425,-0.243,0,13.659,2.633,5.994,5.994,5.994,55.6,55.6,55.6,4.128,0.6740740741,0.6351445866,7.726,5.89,1.9,1.5,0.6351445866
551,1398,1398,1398,FeCeO3,Fe,Ce,0,2,4,0.92,0.87,orthorhombic,-2.463,0.206,1,14.287,1.584,5.697,5.723,8.764,90,90,90,-6.169,0.6444444443999999,0.7230326095999999,7.87,5.54,1.83,1.12,0.7230326095999999
552,2358,2358,2358,MgGeO3,Mg,Ge,0,2,4,0.89,0.53,cubic,-1.882,0.522,0.23024652898311615,10.036,1.576,3.688,3.688,3.688,90,90,90,3.024,0.39259259259999996,0.8425102073999999,7.646,7.899,1.31,2.01,0.8425102073999999
553,1267,1267,1267,ErInO3,Er,In,0,3,3,1.06,0.8,cubic,-2.095,0.775,0,13.618,1.406,4.083,4.083,4.083,90,90,90,2.577,0.5925925926,0.7926173687000001,6.101,5.7860000000000005,1.24,1.78,0.7926173687000001
554,1356,1356,1356,EuPbO3,Eu,Pb,0,2,4,1.48,0.78,orthorhombic,-2.177,-0.15,0,14.096,1.234,5.726,5.984,8.227,90,90,90,1.477,0.5777777778000001,0.9394892914,5.67,7.416,1.2,2.33,0.9394892914
555,3305,3305,3305,PrGaO3,Pr,Ga,1,3,3,1.18,0.62,orthorhombic,-2.875,-0.036,0,11.788,3.774,5.468,5.548,7.771,90,90,90,4.936,0.4592592593,0.9081117545,5.46,5.999,1.13,1.81,0.9081117545
556,1360,1360,1360,EuPtO3,Eu,Pt,0,element not in BV,element not in BV,1.48,0.67,orthorhombic,-1.964,-0.071,0,12.001,0.623,5.411,5.712,7.765,90,90,90,0.039,0.49629629630000005,0.9906495994,5.67,9.0,1.2,2.28,0.9906495994
557,2858,2858,2858,NpCeO3,Np,Ce,0,element not in BV,element not in BV,0.98,0.94,cubic,-2.562,0.938,0.8,18.835,0.38,4.55,4.55,4.55,90,90,90,-0.35470613837242126,0.6962962963,0.7194579913,6.19,5.54,1.36,1.12,0.7194579913
558,587,587,587,BiAsO3,Bi,As,0,3,3,1.38,0.58,orthorhombic,-1.232,0.228,0.23024652898311615,13.453,0.33,5.546,6.004,8.081,90,90,90,1.801,0.4296296296,1.0002080376,7.289,9.81,2.02,2.18,1.0002080376
559,4846,4846,4846,UKO3,U,K,0,not balanced,not balanced,1.17,1.38,orthorhombic,-2.87,0.27,0.2,17.52,2.296,5.403,5.74,11.299,90,90,90,-3.13,1.0222222222,0.6527139518999999,6.05,4.341,1.38,0.82,0.6527139518999999
560,3041,3041,3041,PaRbO3,Pa,Rb,0,element not in BV,element not in BV,0.95,1.52,orthorhombic,-2.7,0.228,0,19.54,2.207,5.412,5.796,12.459,90,90,90,-0.35470613837242126,1.1259259259,0.5666709396,5.89,4.177,1.5,0.82,0.5666709396
