,Unnamed: 0,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN,A_IE,B_IE,C_IE
2869,2869,NpGeO3,Np,Ge,False,element not in BV,element not in BV,0.98,0.63,orthorhombic,-2.482,0.311,0.798,12.842,0,5.546,5.821,7.955,90,90,90,3.955,O,1.385,0.829929299,1.36,2.01,3.44,6.19,7.899,13.618
2870,2870,NpHfO3,Np,Hf,False,element not in BV,element not in BV,0.98,0.71,orthorhombic,-3.362,0.106,0.905,13.453,0,5.627,5.95,8.036,90,90,90,-,O,1.385,0.7982374881000001,1.36,1.3,3.44,6.19,6.65,13.618
2871,2871,NpHgO3,Np,Hg,False,element not in BV,element not in BV,0.98,1.11,cubic,-1.405,1.003,0.797,14.99,0,4.216,4.216,4.216,90,90,90,-0.284,O,1.385,0.6702635421,1.36,2,3.44,6.19,10.437000000000001,13.618
2872,2872,NpHoO3,Np,Ho,False,element not in BV,element not in BV,0.98,0.9,rhombohedral,-3.592,0.086,0.8,14.96,2.113,5.911,5.911,5.911,61.1,61.1,61.1,-,O,1.385,0.7318632548999999,1.36,1.23,3.44,6.19,6.018,13.618
2873,2873,NpInO3,Np,In,False,element not in BV,element not in BV,0.98,0.8,orthorhombic,-2.69,0.151,0.8,14.003,1.104,5.697,6.007,8.184,90,90,90,-,O,1.385,0.7653581407,1.36,1.78,3.44,6.19,5.7860000000000005,13.618
2874,2874,NpIrO3,Np,Ir,False,element not in BV,element not in BV,0.98,0.63,cubic,-1.806,0.739,0.794,12.77,0,3.997,3.997,3.997,90,90,90,0.15,O,1.385,0.829929299,1.36,2.2,3.44,6.19,9.1,13.618
2875,2875,NpKO3,Np,K,False,element not in BV,element not in BV,0.98,1.38,orthorhombic,-2.617,0.267,0.4,17.676,1.485,5.371,5.622,11.707,90,90,90,-,O,1.385,0.6048128526,1.36,0.82,3.44,6.19,4.341,13.618
2876,2876,NpLaO3,Np,La,False,element not in BV,element not in BV,0.98,1.03,cubic,-2.684,0.912,0.8,18.675,0.391,4.537,4.537,4.537,90,90,90,-,O,1.385,0.6924668892,1.36,1.1,3.44,6.19,5.58,13.618
2877,2877,NpLiO3,Np,Li,False,element not in BV,element not in BV,0.98,0.76,cubic,-2.336,0.596,0.795,9.578,0,3.631,3.631,3.631,90,90,90,-1.828,O,1.385,0.7796305536,1.36,0.98,3.44,6.19,5.392,13.618
2878,2878,NpLuO3,Np,Lu,False,element not in BV,element not in BV,0.98,0.86,orthorhombic,-3.749,-0.028,0.8,14.135,2.807,5.72,6.006,8.229,90,90,90,-,O,1.385,0.7449031347,1.36,1.27,3.44,6.19,5.4259,13.618
2879,2879,NpMgO3,Np,Mg,False,element not in BV,element not in BV,0.98,0.72,orthorhombic,-3.275,0.129,0.6,11.58,2.262,5.344,5.679,7.631,90,90,90,-0.126,O,1.385,0.7944453859999999,1.36,1.31,3.44,6.19,7.646,13.618
2880,2880,NpMnO3,Np,Mn,False,element not in BV,element not in BV,0.98,0.62,rhombohedral,-2.843,0.198,1.6,11.863,0,5.463,5.463,5.463,61.3,61.3,61.3,5.185,O,1.385,0.8340685973,1.36,1.55,3.44,6.19,7.435,13.618
2881,2881,NpMoO3,Np,Mo,False,element not in BV,element not in BV,0.98,0.62,orthorhombic,-2.568,0.304,0.922,12.707,0,5.374,6.019,7.857,90,90,90,2.474,O,1.385,0.8340685973,1.36,2.16,3.44,6.19,7.099,13.618
2882,2882,NpNaO3,Np,Na,False,element not in BV,element not in BV,0.98,1.02,orthorhombic,-2.626,0.225,0.4,13.281,1.515,5.475,5.677,8.546,90,90,90,-4.152,O,1.385,0.6953461693999999,1.36,0.93,3.44,6.19,5.138999999999999,13.618
2883,2883,NpNbO3,Np,Nb,False,element not in BV,element not in BV,0.98,0.68,orthorhombic,-2.895,0.193,0.76,13.013,0,5.49,6.062,7.82,90,90,90,3.591,O,1.385,0.8098341586,1.36,1.6,3.44,6.19,6.88,13.618
2884,2884,NpNdO3,Np,Nd,False,element not in BV,element not in BV,0.98,0.98,cubic,-2.739,0.812,0.8,17.819,0.77,4.466,4.466,4.466,90,90,90,-,O,1.385,0.7071067812,1.36,1.14,3.44,6.19,5.53,13.618
2885,2885,NpNiO3,Np,Ni,False,element not in BV,element not in BV,0.98,0.59,orthorhombic,-2.622,0.101,1,11.519,2.162,5.277,5.782,7.551,90,90,90,3.251,O,1.385,0.8467379937,1.36,1.91,3.44,6.19,7.635,13.618
2886,2886,Np2O3,Np,Np,False,element not in BV,element not in BV,0.98,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7449031347,1.36,1.36,3.44,6.19,6.19,13.618
2887,2887,NpOsO3,Np,Os,False,element not in BV,element not in BV,0.98,0.57,cubic,-1.846,0.728,0.806,12.609,0,3.98,3.98,3.98,90,90,90,0.907,O,1.385,0.8554002748999999,1.36,2.2,3.44,6.19,8.7,13.618
2888,2888,NpPaO3,Np,Pa,False,element not in BV,element not in BV,0.98,0.91,cubic,-2.557,0.599,1.174,18.079,0,4.488,4.488,4.488,90,90,90,3.381,O,1.385,0.7286743083,1.36,1.5,3.44,6.19,5.89,13.618
2889,2889,NpPbO3,Np,Pb,False,element not in BV,element not in BV,0.98,0.99,cubic,-1.663,1.091,0.872,15.018,0,4.219,4.219,4.219,90,90,90,0.633,O,1.385,0.7041294895,1.36,2.33,3.44,6.19,7.416,13.618
2890,2890,NpPdO3,Np,Pd,False,element not in BV,element not in BV,0.98,0.75,cubic,-1.89,0.596,0.795,12.79,0,3.999,3.999,3.999,90,90,90,0.725,O,1.385,0.7832822190000001,1.36,2.2,3.44,6.19,8.34,13.618
2891,2891,NpPmO3,Np,Pm,False,element not in BV,element not in BV,0.98,0.97,cubic,-2.827,0.752,0.8,17.381,0.966,4.429,4.429,4.429,90,90,90,-,O,1.385,0.7101093578000001,1.36,-,3.44,6.19,5.553999999999999,13.618
2892,2892,NpPrO3,Np,Pr,False,element not in BV,element not in BV,0.98,0.92,cubic,-2.657,0.871,0.8,18.305,0.597,4.507,4.507,4.507,90,90,90,-,O,1.385,0.7255130315,1.36,1.13,3.44,6.19,5.46,13.618
2893,2893,NpPtO3,Np,Pt,False,element not in BV,element not in BV,0.98,0.67,cubic,-1.74,0.723,0.804,13.306,0,4.052,4.052,4.052,90,90,90,0.289,O,1.385,0.8137749573999999,1.36,2.28,3.44,6.19,9.0,13.618
2894,2894,NpPuO3,Np,Pu,False,element not in BV,element not in BV,0.98,0.83,cubic,-2.801,0.756,1.785,18.6,0,4.531,4.531,4.531,90,90,90,-,O,1.385,0.7549921163,1.36,1.28,3.44,6.19,6.06,13.618
2895,2895,NpRbO3,Np,Rb,False,element not in BV,element not in BV,0.98,1.52,orthorhombic,-2.483,0.374,0.4,17.565,1.862,6.757,7.133,7.289,90,90,90,-,O,1.385,0.5756652453,1.36,0.82,3.44,6.19,4.177,13.618
2896,2896,NpReO3,Np,Re,False,element not in BV,element not in BV,0.98,0.57,cubic,-2.045,0.694,0.782,12.671,0,3.986,3.986,3.986,90,90,90,-,O,1.385,0.8554002748999999,1.36,1.9,3.44,6.19,7.88,13.618
2897,2897,NpRhO3,Np,Rh,False,element not in BV,element not in BV,0.98,0.61,cubic,-2.012,0.525,0.792,12.451,0,3.963,3.963,3.963,90,90,90,1.574,O,1.385,0.8382493921999999,1.36,2.28,3.44,6.19,7.46,13.618
2898,2898,NpRuO3,Np,Ru,False,element not in BV,element not in BV,0.98,0.62,cubic,-2.066,0.54,0.803,12.38,0,3.956,3.956,3.956,90,90,90,1.542,O,1.385,0.8340685973,1.36,2.2,3.44,6.19,7.37,13.618
2899,2899,NpSbO3,Np,Sb,False,element not in BV,element not in BV,0.98,0.68,cubic,-1.933,0.82,0.882,15.395,0,4.254,4.254,4.254,90,90,90,2.058,O,1.385,0.8098341586,1.36,2.05,3.44,6.19,8.641,13.618
2900,2900,NpScO3,Np,Sc,False,element not in BV,element not in BV,0.98,0.75,orthorhombic,-3.713,-0.069,0.8,13.01,2.627,5.587,5.82,8.002,90,90,90,5.6,O,1.385,0.7832822190000001,1.36,1.36,3.44,6.19,6.54,13.618
2901,2901,NpSiO3,Np,Si,False,element not in BV,element not in BV,0.98,0.4,tetragonal,-2.702,0.447,0.886,11.51,0,3.576,3.576,4.499,90,90,90,4.25,O,1.385,0.9368669678,1.36,1.9,3.44,6.19,8.151,13.618
2902,2902,NpSmO3,Np,Sm,False,element not in BV,element not in BV,0.98,0.96,cubic,-2.881,0.71,0.8,17.065,1.156,4.402,4.402,4.402,90,90,90,-,O,1.385,0.7131375426000001,1.36,1.17,3.44,6.19,5.64,13.618
2903,2903,NpSnO3,Np,Sn,False,element not in BV,element not in BV,0.98,0.69,cubic,-2.175,0.666,0.9,14.382,0,4.158,4.158,4.158,90,90,90,2.714,O,1.385,0.8059313434,1.36,1.96,3.44,6.19,7.343999999999999,13.618
2904,2904,NpSrO3,Np,Sr,False,element not in BV,element not in BV,0.98,1.18,cubic,-1.957,1.461,0.826,17.004,0,4.397,4.397,4.397,90,90,90,-2.042,O,1.385,0.6519717495,1.36,0.95,3.44,6.19,5.695,13.618
2905,2905,NpTaO3,Np,Ta,False,element not in BV,element not in BV,0.98,0.68,rhombohedral,-2.893,0.209,0.75,12.8,0,5.371,5.371,5.371,67.9,67.9,67.9,3.44,O,1.385,0.8098341586,1.36,1.5,3.44,6.19,7.89,13.618
2906,2906,NpTbO3,Np,Tb,False,element not in BV,element not in BV,0.98,0.84,cubic,-2.953,0.568,0.8,16.029,1.542,4.311,4.311,4.311,90,90,90,4.487,O,1.385,0.7515988933,1.36,-,3.44,6.19,5.86,13.618
2907,2907,NpTcO3,Np,Tc,False,element not in BV,element not in BV,0.98,0.6,orthorhombic,-2.457,0.28,0.4,12.416,0,5.301,6.034,7.764,90,90,90,2.192,O,1.385,0.8424723111,1.36,1.9,3.44,6.19,7.28,13.618
2908,2908,NpTeO3,Np,Te,False,element not in BV,element not in BV,0.98,0.77,cubic,-1.611,1.005,0.917,15.661,0,4.278,4.278,4.278,90,90,90,1.462,O,1.385,0.7760127784,1.36,2.1,3.44,6.19,9.009,13.618
2909,2909,NpThO3,Np,Th,False,element not in BV,element not in BV,0.98,0.94,cubic,-2.968,0.735,0.97,19.029,0,4.565,4.565,4.565,90,90,90,3.165,O,1.385,0.7192720590999999,1.36,1.3,3.44,6.19,6.08,13.618
2910,2910,NpTiO3,Np,Ti,False,element not in BV,element not in BV,0.98,0.71,orthorhombic,-3.374,-0.051,0.863,12.298,0,5.485,5.713,7.849,90,90,90,5.168,O,1.385,0.7982374881000001,1.36,1.54,3.44,6.19,6.82,13.618
2911,2911,NpTlO3,Np,Tl,False,element not in BV,element not in BV,0.98,1.2,orthorhombic,-2.175,0.397,0.796,14.89,0,5.786,6.192,8.312,90,90,90,1.144,O,1.385,0.6469274807000001,1.36,1.62,3.44,6.19,6.108,13.618
2912,2912,NpTmO3,Np,Tm,False,element not in BV,element not in BV,0.98,0.96,orthorhombic,-3.724,-0.018,0.8,14.396,2.638,5.758,6.034,8.288,90,90,90,-,O,1.385,0.7131375426000001,1.36,1.25,3.44,6.19,6.184,13.618
2913,2913,NpUO3,Np,U,False,element not in BV,element not in BV,0.98,0.85,cubic,-2.753,0.706,0.977,17.243,0,4.418,4.418,4.418,90,90,90,-,O,1.385,0.7482360347,1.36,1.38,3.44,6.19,6.05,13.618
2914,2914,NpVO3,Np,V,False,element not in BV,element not in BV,0.98,0.64,orthorhombic,-3.164,-0.033,1.2,12.126,1.129,5.462,5.707,7.781,90,90,90,4.508,O,1.385,0.8258308826999999,1.36,1.63,3.44,6.19,6.74,13.618
2915,2915,NpWO3,Np,W,False,element not in BV,element not in BV,0.98,0.63,cubic,-2.323,0.557,0.846,12.801,0,4,4,4,90,90,90,1.896,O,1.385,0.829929299,1.36,2.36,3.44,6.19,7.98,13.618
2916,2916,NpYO3,Np,Y,False,element not in BV,element not in BV,0.98,0.9,cubic,-3.112,0.532,0.8,15.763,2.074,4.287,4.287,4.287,90,90,90,-,O,1.385,0.7318632548999999,1.36,1.22,3.44,6.19,6.38,13.618
2917,2917,NpYbO3,Np,Yb,False,element not in BV,element not in BV,0.98,0.95,cubic,-2.613,1.016,0.599,14.146,0,4.136,4.136,4.136,90,90,90,-0.865,O,1.385,0.7161916649,1.36,-,3.44,6.19,6.254,13.618
2918,2918,NpZnO3,Np,Zn,False,element not in BV,element not in BV,0.98,0.74,cubic,-2.285,0.601,0.763,11.603,0,3.871,3.871,3.871,90,90,90,0.507,O,1.385,0.7869682529,1.36,1.65,3.44,6.19,9.394,13.618
2919,2919,NpZrO3,Np,Zr,False,element not in BV,element not in BV,0.98,0.72,orthorhombic,-3.311,0.073,0.681,13.646,0,5.662,6.14,7.851,90,90,90,4.437,O,1.385,0.7944453859999999,1.36,1.33,3.44,6.19,6.84,13.618
2920,2920,OsAcO3,Os,Ac,False,element not in BV,element not in BV,0.57,1.12,orthorhombic,-1.968,0.345,0.2,17.298,0,6.186,6.51,8.59,90,90,90,-4.356,O,1.385,0.5518537953,2.2,1.1,3.44,8.7,5.17,13.618
2921,2921,OsAgO3,Os,Ag,False,element not in BV,element not in BV,0.57,0.95,orthorhombic,-0.609,0.372,0,13.329,0,5.268,5.685,8.902,90,90,90,-10.331,O,1.385,0.5920315877000001,2.2,1.93,3.44,8.7,7.5760000000000005,13.618
2922,2922,OsAlO3,Os,Al,False,element not in BV,element not in BV,0.57,0.54,cubic,-0.947,1.208,0.862,9.843,0,3.665,3.665,3.665,90,90,90,-1.778,O,1.385,0.7181266271,2.2,1.61,3.44,8.7,5.986000000000001,13.618
2923,2923,OsAsO3,Os,As,False,element not in BV,element not in BV,0.57,0.52,cubic,0.242,1.488,0.829,11.602,0,3.871,3.871,3.871,90,90,90,-0.669,O,1.385,0.7256660143000001,2.2,2.18,3.44,8.7,9.81,13.618
2924,2924,OsAuO3,Os,Au,False,element not in BV,element not in BV,0.57,0.93,cubic,1.028,2.009,0.934,13.296,0,4.051,4.051,4.051,90,90,90,-9.276,O,1.385,0.5971463314,2.2,2.54,3.44,8.7,9.225,13.618
2925,2925,OsBO3,Os,B,False,element not in BV,element not in BV,0.57,0.27,cubic,-0.063,1.771,0.003,7.736,0,3.382,3.382,3.382,90,90,90,-0.484,O,1.385,0.8352832370000001,2.2,2.04,3.44,8.7,8.298,13.618
2926,2926,OsBaO3,Os,Ba,False,element not in BV,element not in BV,0.57,1.35,cubic,0.843,0.069,0.962,19.177,0,4.577,4.577,4.577,90,90,90,-16.217,O,1.385,0.5054456151,2.2,0.89,3.44,8.7,5.212000000000001,13.618
2927,2927,OsBeO3,Os,Be,False,element not in BV,element not in BV,0.57,0.45,cubic,-0.582,1.302,0.012,7.92,0,3.408,3.408,3.408,90,90,90,-2.969,O,1.385,0.7533480966,2.2,1.57,3.44,8.7,9.322000000000001,13.618
2928,2928,OsBiO3,Os,Bi,False,element not in BV,element not in BV,0.57,0.9,cubic,0.46,1.72,0.82,15.183,0,4.234,4.234,4.234,90,90,90,-3.381,O,1.385,0.604986327,2.2,2.02,3.44,8.7,7.289,13.618
2929,2929,OsCaO3,Os,Ca,False,element not in BV,element not in BV,0.57,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.579620024,2.2,1,3.44,8.7,6.1129999999999995,13.618
2930,2930,OsCdO3,Os,Cd,False,element not in BV,element not in BV,0.57,0.95,cubic,0.818,2.059,0.996,13.653,0,4.087,4.087,4.087,90,90,90,-11.245,O,1.385,0.5920315877000001,2.2,1.69,3.44,8.7,8.993,13.618
2931,2931,OsCeO3,Os,Ce,False,element not in BV,element not in BV,0.57,0.94,cubic,-0.142,2.141,1.08,18.387,0,4.513,4.513,4.513,90,90,90,-10.607,O,1.385,0.5945779601,2.2,1.12,3.44,8.7,5.54,13.618
2932,2932,OsCoO3,Os,Co,False,element not in BV,element not in BV,0.57,0.63,cubic,0.191,1.398,0.893,9.924,0,3.675,3.675,3.675,90,90,90,-2.69,O,1.385,0.6860514924,2.2,1.88,3.44,8.7,7.86,13.618
2933,2933,OsCrO3,Os,Cr,False,element not in BV,element not in BV,0.57,0.58,cubic,-0.401,1.363,1.465,11.049,0,3.809,3.809,3.809,90,90,90,-2.734,O,1.385,0.7035082734,2.2,1.66,3.44,8.7,6.766,13.618
2934,2934,OsCsO3,Os,Cs,False,element not in BV,element not in BV,0.57,1.67,orthorhombic,-1.383,0.042,0.2,24.423,0.806,6.722,7.19,10.107,90,90,90,-,O,1.385,0.4525020482,2.2,0.79,3.44,8.7,3.8939999999999997,13.618
2935,2935,OsCuO3,Os,Cu,False,element not in BV,element not in BV,0.57,0.68,cubic,0.457,1.502,0.946,10.312,0,3.722,3.722,3.722,90,90,90,-6.332,O,1.385,0.6694400761,2.2,1.9,3.44,8.7,7.726,13.618
2936,2936,OsDyO3,Os,Dy,False,element not in BV,element not in BV,0.57,0.99,cubic,-0.568,1.88,1.02,15.613,0,4.274,4.274,4.274,90,90,90,-8.644,O,1.385,0.5820605294,2.2,1.22,3.44,8.7,5.94,13.618
2937,2937,OsErO3,Os,Er,False,element not in BV,element not in BV,0.57,0.89,cubic,-0.646,1.825,1.014,15.148,0,4.231,4.231,4.231,90,90,90,-8.154,O,1.385,0.6076456076,2.2,1.24,3.44,8.7,6.101,13.618
2938,2938,OsEuO3,Os,Eu,False,element not in BV,element not in BV,0.57,1.06,cubic,0.193,0.259,1.025,15.591,0,4.272,4.272,4.272,90,90,90,-13.844,O,1.385,0.5653962197,2.2,-,3.44,8.7,5.67,13.618
2939,2939,OsFeO3,Os,Fe,False,element not in BV,element not in BV,0.57,0.67,cubic,-0.009,1.338,1.844,11.12,0,3.817,3.817,3.817,90,90,90,-4.938,O,1.385,0.6726976921,2.2,1.83,3.44,8.7,7.87,13.618
2940,2940,OsGaO3,Os,Ga,False,element not in BV,element not in BV,0.57,0.62,cubic,-0.195,1.378,0.975,11.048,0,3.808,3.808,3.808,90,90,90,-4.119,O,1.385,0.6894731956,2.2,1.81,3.44,8.7,5.999,13.618
2941,2941,OsGdO3,Os,Gd,False,element not in BV,element not in BV,0.57,0.94,cubic,-0.48,1.96,1.024,16.143,0,4.322,4.322,4.322,90,90,90,-9.147,O,1.385,0.5945779601,2.2,1.2,3.44,8.7,6.15,13.618
2942,2942,OsGeO3,Os,Ge,False,element not in BV,element not in BV,0.57,0.63,cubic,-0.135,1.347,0.832,10.679,0,3.766,3.766,3.766,90,90,90,0.78,O,1.385,0.6860514924,2.2,2.01,3.44,8.7,7.899,13.618
2943,2943,OsHfO3,Os,Hf,False,element not in BV,element not in BV,0.57,0.71,cubic,-1.262,1.39,0.834,13.403,0,4.062,4.062,4.062,90,90,90,-2.052,O,1.385,0.6598538221,2.2,1.3,3.44,8.7,6.65,13.618
2944,2944,OsHgO3,Os,Hg,False,element not in BV,element not in BV,0.57,1.11,cubic,1.156,2.137,0.935,14.318,0,4.152,4.152,4.152,90,90,90,-11.671,O,1.385,0.5540656342,2.2,2,3.44,8.7,10.437000000000001,13.618
2945,2945,OsHoO3,Os,Ho,False,element not in BV,element not in BV,0.57,0.9,cubic,-0.608,1.852,1.016,15.37,0,4.252,4.252,4.252,90,90,90,-8.396,O,1.385,0.604986327,2.2,1.23,3.44,8.7,6.018,13.618
2946,2946,OsInO3,Os,In,False,element not in BV,element not in BV,0.57,0.8,cubic,0.256,1.701,1.01,13.746,0,4.096,4.096,4.096,90,90,90,-7.489,O,1.385,0.6326744884000001,2.2,1.78,3.44,8.7,5.7860000000000005,13.618
2947,2947,OsIrO3,Os,Ir,False,element not in BV,element not in BV,0.57,0.63,cubic,0.55,1.566,0.874,12.036,0,3.919,3.919,3.919,90,90,90,-3.448,O,1.385,0.6860514924,2.2,2.2,3.44,8.7,9.1,13.618
2948,2948,OsKO3,Os,K,False,element not in BV,element not in BV,0.57,1.38,cubic,1.634,0.13,1.416,16.038,0,4.312,4.312,4.312,90,90,90,-20.671,O,1.385,0.4999615758,2.2,0.82,3.44,8.7,4.341,13.618
2949,2949,OsLaO3,Os,La,False,element not in BV,element not in BV,0.57,1.03,cubic,-0.277,2.187,1.078,17.899,0,4.473,4.473,4.473,90,90,90,-10.318,O,1.385,0.5724197752,2.2,1.1,3.44,8.7,5.58,13.618
2950,2950,OsLiO3,Os,Li,False,element not in BV,element not in BV,0.57,0.76,orthorhombic,-1.276,0.299,0.052,9.131,0,5.131,5.457,6.522,90,90,90,-7.455,O,1.385,0.6444726141,2.2,0.98,3.44,8.7,5.392,13.618
2951,2951,OsLuO3,Os,Lu,False,element not in BV,element not in BV,0.57,0.86,cubic,-0.762,1.741,1.008,14.454,0,4.165,4.165,4.165,90,90,90,-7.387,O,1.385,0.6157655934,2.2,1.27,3.44,8.7,5.4259,13.618
2952,2952,OsMgO3,Os,Mg,False,element not in BV,element not in BV,0.57,0.72,cubic,-0.243,1.633,0.285,10.116,0,3.698,3.698,3.698,90,90,90,-7.198,O,1.385,0.6567191246,2.2,1.31,3.44,8.7,7.646,13.618
2953,2953,OsMnO3,Os,Mn,False,element not in BV,element not in BV,0.57,0.62,cubic,-0.214,1.334,1.65,10.952,0,3.797,3.797,3.797,90,90,90,-,O,1.385,0.6894731956,2.2,1.55,3.44,8.7,7.435,13.618
2954,2954,OsMoO3,Os,Mo,False,element not in BV,element not in BV,0.57,0.62,cubic,-0.36,1.371,0.687,12.07,0,3.922,3.922,3.922,90,90,90,0.921,O,1.385,0.6894731956,2.2,2.16,3.44,8.7,7.099,13.618
2955,2955,OsNaO3,Os,Na,False,element not in BV,element not in BV,0.57,1.02,cubic,1.098,0.213,0.572,11.269,0,3.834,3.834,3.834,90,90,90,-15.995,O,1.385,0.5747998991,2.2,0.93,3.44,8.7,5.138999999999999,13.618
2956,2956,OsNbO3,Os,Nb,False,element not in BV,element not in BV,0.57,0.68,cubic,-0.781,1.375,0.686,12.809,0,4.001,4.001,4.001,90,90,90,1.845,O,1.385,0.6694400761,2.2,1.6,3.44,8.7,6.88,13.618
2957,2957,OsNdO3,Os,Nd,False,element not in BV,element not in BV,0.57,0.98,cubic,-0.262,2.118,1.049,17.487,0,4.438,4.438,4.438,90,90,90,-10.179,O,1.385,0.5845216732,2.2,1.14,3.44,8.7,5.53,13.618
2958,2958,OsNiO3,Os,Ni,False,element not in BV,element not in BV,0.57,0.59,cubic,0.303,1.497,1.118,10.101,0,3.696,3.696,3.696,90,90,90,-4.568,O,1.385,0.6999462062,2.2,1.91,3.44,8.7,7.635,13.618
2959,2959,OsNpO3,Os,Np,False,element not in BV,element not in BV,0.57,0.86,cubic,-0.81,1.764,-0.326,15.909,0,4.301,4.301,4.301,90,90,90,-4.987,O,1.385,0.6157655934,2.2,1.36,3.44,8.7,6.19,13.618
2960,2960,Os2O3,Os,Os,False,element not in BV,element not in BV,0.57,0.57,cubic,0.351,1.397,0.632,11.843,0,3.898,3.898,3.898,90,90,90,-2.406,O,1.385,0.7071067812,2.2,2.2,3.44,8.7,8.7,13.618
2961,2961,OsPaO3,Os,Pa,False,element not in BV,element not in BV,0.57,0.91,cubic,-0.935,1.273,0.79,16.602,0,4.362,4.362,4.362,90,90,90,2.596,O,1.385,0.602350221,2.2,1.5,3.44,8.7,5.89,13.618
2962,2962,OsPbO3,Os,Pb,False,element not in BV,element not in BV,0.57,0.99,cubic,0.55,0.263,0.861,14.78,0,4.196,4.196,4.196,90,90,90,-0.135,O,1.385,0.5820605294,2.2,2.33,3.44,8.7,7.416,13.618
2963,2963,OsPdO3,Os,Pd,False,element not in BV,element not in BV,0.57,0.75,cubic,0.675,1.656,0.978,12.15,0,3.931,3.931,3.931,90,90,90,-6.918,O,1.385,0.6474912212,2.2,2.2,3.44,8.7,8.34,13.618
2964,2964,OsPmO3,Os,Pm,False,element not in BV,element not in BV,0.57,0.97,cubic,-0.326,2.035,1.047,17.076,0,4.403,4.403,4.403,90,90,90,-9.917,O,1.385,0.5870037186,2.2,-,3.44,8.7,5.553999999999999,13.618
2965,2965,OsPrO3,Os,Pr,False,element not in BV,element not in BV,0.57,0.92,cubic,-0.206,2.147,1.067,17.885,0,4.472,4.472,4.472,90,90,90,-10.401,O,1.385,0.5997369879,2.2,1.13,3.44,8.7,5.46,13.618
2966,2966,OsPtO3,Os,Pt,False,element not in BV,element not in BV,0.57,0.67,cubic,0.731,1.712,0.958,12.557,0,3.975,3.975,3.975,90,90,90,-4.181,O,1.385,0.6726976921,2.2,2.28,3.44,8.7,9.0,13.618
2967,2967,OsPuO3,Os,Pu,False,element not in BV,element not in BV,0.57,0.83,cubic,-0.541,1.798,0.797,16.049,0,4.313,4.313,4.313,90,90,90,-,O,1.385,0.6241055337,2.2,1.28,3.44,8.7,6.06,13.618
2968,2968,OsRbO3,Os,Rb,False,element not in BV,element not in BV,0.57,1.52,cubic,1.782,0.102,0.952,15.87,0,4.297,4.297,4.297,90,90,90,-21.72,O,1.385,0.4758670421,2.2,0.82,3.44,8.7,4.177,13.618
2969,2969,OsReO3,Os,Re,False,element not in BV,element not in BV,0.57,0.57,cubic,-0.011,1.509,0.652,11.862,0,3.9,3.9,3.9,90,90,90,-1.121,O,1.385,0.7071067812,2.2,1.9,3.44,8.7,7.88,13.618
2970,2970,OsRhO3,Os,Rh,False,element not in BV,element not in BV,0.57,0.61,cubic,0.474,1.482,0.908,11.854,0,3.899,3.899,3.899,90,90,90,-2.612,O,1.385,0.6929292015999999,2.2,2.28,3.44,8.7,7.46,13.618
2971,2971,OsRuO3,Os,Ru,False,element not in BV,element not in BV,0.57,0.62,cubic,0.292,1.4,0.628,11.707,0,3.883,3.883,3.883,90,90,90,-1.907,O,1.385,0.6894731956,2.2,2.2,3.44,8.7,7.37,13.618
2972,2972,OsSbO3,Os,Sb,False,element not in BV,element not in BV,0.57,0.68,cubic,0.12,1.46,0.758,13.202,0,4.041,4.041,4.041,90,90,90,0.586,O,1.385,0.6694400761,2.2,2.05,3.44,8.7,8.641,13.618
2973,2973,OsScO3,Os,Sc,False,element not in BV,element not in BV,0.57,0.75,cubic,-0.872,1.555,1.003,12.821,0,4.002,4.002,4.002,90,90,90,-5.885,O,1.385,0.6474912212,2.2,1.36,3.44,8.7,6.54,13.618
2974,2974,OsSiO3,Os,Si,False,element not in BV,element not in BV,0.57,0.4,cubic,-0.71,1.483,0.812,9.418,0,3.611,3.611,3.611,90,90,90,1.461,O,1.385,0.7744502842000001,2.2,1.9,3.44,8.7,8.151,13.618
2975,2975,OsSmO3,Os,Sm,False,element not in BV,element not in BV,0.57,0.96,cubic,-0.364,2.041,1.036,16.82,0,4.381,4.381,4.381,90,90,90,-9.721,O,1.385,0.5895069327,2.2,1.17,3.44,8.7,5.64,13.618
2976,2976,OsSnO3,Os,Sn,False,element not in BV,element not in BV,0.57,0.69,cubic,-0.087,1.434,0.833,13.036,0,4.024,4.024,4.024,90,90,90,1.206,O,1.385,0.6662138589,2.2,1.96,3.44,8.7,7.343999999999999,13.618
2977,2977,OsSrO3,Os,Sr,False,element not in BV,element not in BV,0.57,1.18,cubic,0.57,0.138,1.229,17.19,0,4.413,4.413,4.413,90,90,90,-14.974,O,1.385,0.5389449346,2.2,0.95,3.44,8.7,5.695,13.618
2978,2978,OsTaO3,Os,Ta,False,element not in BV,element not in BV,0.57,0.68,cubic,-0.983,1.383,0.669,12.59,0,3.978,3.978,3.978,90,90,90,2.229,O,1.385,0.6694400761,2.2,1.5,3.44,8.7,7.89,13.618
